sentence_id,sentence,aspect,category,polarity
2242:2,الثانية رابعا لا يوجد اسرة إضافية في الغرف وعند طلب مخدة إضافية نحتاج الي يومين لكي يتم إرسالها,اسرة,ROOMS,negative
2070:0,سئ جدا جدا لا انصح احد لقضاء اجازة ممتعة به ... المينى بار المياه ساخنة و عدد 2 مشروب غازى فقط لكل غرفة طول المدة .. النظافة غير متقنة بالمرة حيث يوجد حشرات ف الغرفة والاثاث قديم جدا ومتهالك . لا يستحق سوا 3 نجوم :(,الغرفة,ROOMS,negative
859:0,كانت الاقامة في الفندق ممتازه ومريحة لى ولعائلتي,الاقامة,HOTEL,positive
859:1,اود ان اشكر كل القائمين في الفندق على المجهود الرائع الذي يقومون به في سبيل راحة نزلائهم بداية من حامل الحقائب الى الاستقبال الى خدمة الغرف .,القائمين,HOTEL,positive
859:1,اود ان اشكر كل القائمين في الفندق على المجهود الرائع الذي يقومون به في سبيل راحة نزلائهم بداية من حامل الحقائب الى الاستقبال الى خدمة الغرف .,حامل الحقائب,SERVICE,positive
859:1,اود ان اشكر كل القائمين في الفندق على المجهود الرائع الذي يقومون به في سبيل راحة نزلائهم بداية من حامل الحقائب الى الاستقبال الى خدمة الغرف .,الاستقبال,SERVICE,positive
859:1,اود ان اشكر كل القائمين في الفندق على المجهود الرائع الذي يقومون به في سبيل راحة نزلائهم بداية من حامل الحقائب الى الاستقبال الى خدمة الغرف .,خدمة الغرف,SERVICE,positive
859:2,كل العاملين مبتسميين ويقدمون كل ما يستطعيون في سبيل راحة العميل لكم جزيل الشكر والعرفان,العاملين,SERVICE,positive
1195:0,إقامة رائعة,إقامة,HOTEL,positive
1195:1,"إن كنت سأوصي يوماً بشقق فندقية إلى شخص ما، فإنها شقق مرجان أسفار , فهي نظيفة ودافئة ومجهزة بشكل جيد، وموقعها جيد وبأسعار معقولة.",نظيفة,HOTEL,positive
1195:1,"إن كنت سأوصي يوماً بشقق فندقية إلى شخص ما، فإنها شقق مرجان أسفار , فهي نظيفة ودافئة ومجهزة بشكل جيد، وموقعها جيد وبأسعار معقولة.",موقعها,HOTEL,positive
1195:1,"إن كنت سأوصي يوماً بشقق فندقية إلى شخص ما، فإنها شقق مرجان أسفار , فهي نظيفة ودافئة ومجهزة بشكل جيد، وموقعها جيد وبأسعار معقولة.",بأسعار,LOCATION,positive
1195:1,"إن كنت سأوصي يوماً بشقق فندقية إلى شخص ما، فإنها شقق مرجان أسفار , فهي نظيفة ودافئة ومجهزة بشكل جيد، وموقعها جيد وبأسعار معقولة.",NULL,HOTEL,positive
1195:2,الطعام في القائمة جيد، وجربنا أيضاً فرع دبي خلف مول حمر عين ، وهو جيد حقاً.,الطعام,FOOD_DRINKS,positive
1195:3,الشيء الوحيد الذي لا يمكنني فهمه هو عدم وجود اتصال بالإنترنت وإن كانت المكيفات مطفئة يمكن سماع الضجيج من الغرف الأخرى عبر الجدران,الغرف,ROOMS,negative
108:0,فندق رائع فندق رائع ومكانه جيد وهادئ وطاقم الفندق ودود ومحترم جدا خصوصا سمية وفاطمة في الاستقبال وعائشة في نظافة الغرف الفندق جميل من كل ناحية وينفع لمن يبحث عن الهدؤ والراحة لبضعة ايام جميع الخدمات متوفرة ولكن النت ضعيف في بعض ارجاء الفندق,فندق,HOTEL,positive
108:0,فندق رائع فندق رائع ومكانه جيد وهادئ وطاقم الفندق ودود ومحترم جدا خصوصا سمية وفاطمة في الاستقبال وعائشة في نظافة الغرف الفندق جميل من كل ناحية وينفع لمن يبحث عن الهدؤ والراحة لبضعة ايام جميع الخدمات متوفرة ولكن النت ضعيف في بعض ارجاء الفندق,فندق,HOTEL,positive
108:0,فندق رائع فندق رائع ومكانه جيد وهادئ وطاقم الفندق ودود ومحترم جدا خصوصا سمية وفاطمة في الاستقبال وعائشة في نظافة الغرف الفندق جميل من كل ناحية وينفع لمن يبحث عن الهدؤ والراحة لبضعة ايام جميع الخدمات متوفرة ولكن النت ضعيف في بعض ارجاء الفندق,مكانه,LOCATION,positive
108:0,فندق رائع فندق رائع ومكانه جيد وهادئ وطاقم الفندق ودود ومحترم جدا خصوصا سمية وفاطمة في الاستقبال وعائشة في نظافة الغرف الفندق جميل من كل ناحية وينفع لمن يبحث عن الهدؤ والراحة لبضعة ايام جميع الخدمات متوفرة ولكن النت ضعيف في بعض ارجاء الفندق,طاقم الفندق,SERVICE,positive
108:0,فندق رائع فندق رائع ومكانه جيد وهادئ وطاقم الفندق ودود ومحترم جدا خصوصا سمية وفاطمة في الاستقبال وعائشة في نظافة الغرف الفندق جميل من كل ناحية وينفع لمن يبحث عن الهدؤ والراحة لبضعة ايام جميع الخدمات متوفرة ولكن النت ضعيف في بعض ارجاء الفندق,الغرف,ROOMS,positive
108:0,فندق رائع فندق رائع ومكانه جيد وهادئ وطاقم الفندق ودود ومحترم جدا خصوصا سمية وفاطمة في الاستقبال وعائشة في نظافة الغرف الفندق جميل من كل ناحية وينفع لمن يبحث عن الهدؤ والراحة لبضعة ايام جميع الخدمات متوفرة ولكن النت ضعيف في بعض ارجاء الفندق,الخدمات,SERVICE,positive
1571:0,فندق جميل ودود على شاطيء البحر الفندق صغير، وهاديء على البحر، وبه الشاطيء الخاص به، وبه إطلالة جميلة، والمسبح صغير ولكنه كاف،,فندق,HOTEL,positive
1571:0,فندق جميل ودود على شاطيء البحر الفندق صغير، وهاديء على البحر، وبه الشاطيء الخاص به، وبه إطلالة جميلة، والمسبح صغير ولكنه كاف،,الفندق,HOTEL,positive
1571:0,فندق جميل ودود على شاطيء البحر الفندق صغير، وهاديء على البحر، وبه الشاطيء الخاص به، وبه إطلالة جميلة، والمسبح صغير ولكنه كاف،,إطلالة,HOTEL,positive
1571:1,والغرف مرتبة ونظيفة، والطعام جيد جدًا، وتقريبًا كل ليلة يوجد بالفندق برنامج ما مما يجعل هذا الفندق مميزًا،,الغرف,ROOMS,positive
1571:1,والغرف مرتبة ونظيفة، والطعام جيد جدًا، وتقريبًا كل ليلة يوجد بالفندق برنامج ما مما يجعل هذا الفندق مميزًا،,الطعام,FOOD_DRINKS,positive
1571:1,والغرف مرتبة ونظيفة، والطعام جيد جدًا، وتقريبًا كل ليلة يوجد بالفندق برنامج ما مما يجعل هذا الفندق مميزًا،,الفندق,HOTEL,positive
1571:2,وأيضًا أمر الطاقم الذي يعمل به، فهم رائعون، وطيبون ومتعاونون، ومهذبون، وودودون، وبالطبع يمكن أن أعود مجددًا، وبالطبع أوصي بهذا الفندق للآخرين.,الطاقم,SERVICE,positive
1680:0,مكان جيد بمرافق رديئة,مكان,LOCATION,positive
1680:1,لقد أقمنا في فندق سانت جورج لمدة أربعة ليالي. الموقع جيد، العاملون لطفاء، وجبتي الإفطار و الغداء جيدان جداً (شكر خاص لليزا) و لكن المرافق لا تعمل ليلاً,الموقع,LOCATION,positive
1680:1,لقد أقمنا في فندق سانت جورج لمدة أربعة ليالي. الموقع جيد، العاملون لطفاء، وجبتي الإفطار و الغداء جيدان جداً (شكر خاص لليزا) و لكن المرافق لا تعمل ليلاً,العاملون,SERVICE,positive
1680:1,لقد أقمنا في فندق سانت جورج لمدة أربعة ليالي. الموقع جيد، العاملون لطفاء، وجبتي الإفطار و الغداء جيدان جداً (شكر خاص لليزا) و لكن المرافق لا تعمل ليلاً,الإفطار,FOOD_DRINKS,positive
1680:1,لقد أقمنا في فندق سانت جورج لمدة أربعة ليالي. الموقع جيد، العاملون لطفاء، وجبتي الإفطار و الغداء جيدان جداً (شكر خاص لليزا) و لكن المرافق لا تعمل ليلاً,الغداء,FOOD_DRINKS,positive
1215:0,فندق إسباني رائع  لطيف للغاية ونظيف للغاية,فندق,HOTEL,positive
1215:0,فندق إسباني رائع  لطيف للغاية ونظيف للغاية,نظيف,HOTEL,positive
1215:1,وسائل راحة أساسية - إفطار جيد - اشتري القهوة بشكل منفصل عن القهوة المشمولة في الإفطار - أفضل بكثير -,إفطار,FOOD_DRINKS,positive
